customerID;gender;SeniorCitizen;Partner;Dependents;PaperlessBilling;PaymentMethod;Contract;MonthlyCharges;churn;Tenure;DeviceProtection;InternetService;MultipleLines;OnlineBackup;OnlineSecurity;PhoneService;StreamingMovies;StreamingTV;TechSupport;MeanMonthlyCharge;MeanMonthlyUsage
2874-YXVVA;Female;0;No;No;Yes;Electronic check;Month-to-month;105.1;0;34.037659910881125;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes;110.3676470588235;3687.796823529412
2876-GZYZC;Female;0;No;No;Yes;Electronic check;Month-to-month;85.95;0;13.010534097209389;No;Fiber optic;Yes;No;No;Yes;Yes;No;No;87.59615384615387;5993.563615384614
2876-VBBBL;Female;0;No;No;Yes;Mailed check;Month-to-month;20.25;1;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.25;10359.35
2877-VDUER;Female;0;Yes;Yes;No;Mailed check;One year;40.9;0;34.95759666522927;No;DSL;No phone service;No;No;No;No;Yes;Yes;42.07941176470589;8320.550411764707
2878-DHMIN;Male;0;Yes;Yes;No;Electronic check;One year;19.9;0;34.95759666522927;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.770588235294106;162.41405882352942
2878-RMWXY;Male;1;Yes;No;Yes;Credit card (automatic);Two year;102.65;0;71.98505102774185;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;No;106.27957746478863;1602.4724507042247
2880-FPNAE;Male;1;Yes;No;Yes;Electronic check;Month-to-month;74.2;0;2.0041479291155877;Yes;Fiber optic;No;No;No;Yes;No;No;No;74.2;5285.887000000001
2882-DDZPG;Female;0;No;No;No;Bank transfer (automatic);Month-to-month;19.45;0;11.992032690609664;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.949999999999996;811.062
2882-WDTBA;Male;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;75.75;0;69.02811146019425;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Yes;78.7963768115942;2209.205304347826
2883-ILGWO;Male;1;No;No;Yes;Bank transfer (automatic);Month-to-month;104.9;0;57.03607876958459;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;109.79122807017544;1494.5062807017543
2884-GBPFB;Female;0;Yes;No;Yes;Electronic check;Month-to-month;70.3;1;35.02330643339699;No;Fiber optic;No;No;No;Yes;No;No;No;72.22000000000001;1322.3342857142854
2885-HIJDH;Male;0;Yes;Yes;No;Bank transfer (automatic);Two year;86.9;0;69.02811146019425;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes;91.03768115942023;2204.467507246377
2886-KEFUM;Female;0;Yes;No;Yes;Electronic check;One year;107.5;1;63.01566767284749;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;109.84920634920636;7831.43696825397
2887-JPYLU;Female;0;No;Yes;No;Bank transfer (automatic);Month-to-month;45.2;0;41.00289533665989;No;DSL;No;No;No;Yes;No;No;No;46.5829268292683;522.6517804878049
2888-ADFAO;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;21.3;0;46.98248423992279;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;22.517391304347814;233.62552173913042
2889-FPWRM;Male;0;Yes;No;Yes;Bank transfer (automatic);One year;117.8;1;72.01790591182571;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;123.97500000000004;5387.171833333336
2890-WFBHU;Female;0;No;No;No;Credit card (automatic);One year;79.85;0;58.97451693053245;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Yes;83.59827586206896;3720.379517241378
2892-GESUL;Female;0;Yes;Yes;No;Mailed check;Two year;19.35;0;18.037331362040288;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.04444444444445;1669.679444444445
2894-QOJRX;Female;0;Yes;No;Yes;Bank transfer (automatic);Month-to-month;34.0;1;25.035421671902913;No;DSL;No phone service;No;No;No;No;Yes;No;35.344;3035.0556000000006
2896-TBNBE;Male;0;Yes;No;No;Electronic check;One year;80.8;0;39.984393930060165;Yes;Fiber optic;No;Yes;No;Yes;No;No;No;85.41538461538464;784.082282051282
2897-DOVND;Male;0;No;No;Yes;Electronic check;Month-to-month;69.8;0;2.0041479291155877;No;Fiber optic;No;No;No;Yes;No;No;No;72.69999999999999;433.4439999999999
2898-LSJGD;Female;0;Yes;Yes;Yes;Electronic check;One year;55.95;1;21.027125813671738;Yes;DSL;No phone service;No;Yes;No;Yes;Yes;No;58.68333333333336;1809.9338571428577
2898-MRKPI;Male;0;Yes;Yes;Yes;Credit card (automatic);One year;101.05;0;68.04246493767839;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;103.79117647058833;6119.528970588234
2900-PHPLN;Female;1;Yes;No;Yes;Credit card (automatic);Two year;19.55;0;70.04661286679398;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.245714285714275;33.34757142857143
2903-YYTBW;Male;0;Yes;Yes;No;Electronic check;Month-to-month;44.55;0;1.0185014065997249;No;DSL;No;No;No;Yes;No;No;No;44.55;7801.405999999999
2904-GGUAZ;Female;0;Yes;No;Yes;Bank transfer (automatic);Two year;84.05;0;71.98505102774185;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;No;87.59366197183107;4711.6632535211265
2905-KFQUV;Female;0;Yes;No;Yes;Credit card (automatic);Month-to-month;70.4;0;2.0041479291155877;No;Fiber optic;No;No;No;Yes;No;No;No;78.80000000000001;510.2990000000001
2907-ILJBN;Female;0;Yes;Yes;No;Mailed check;One year;20.6;0;10.973531284009939;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.089999999999996;1765.1979999999999
2908-WGAXL;Female;0;Yes;Yes;Yes;Credit card (automatic);Two year;24.95;0;56.05043224706873;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;26.19464285714287;2387.4340714285718
2908-ZTPNF;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;34.85;0;35.97609807182899;No;DSL;No phone service;Yes;No;No;No;No;Yes;36.43857142857142;2470.9072857142864
2911-IJORQ;Male;0;No;No;Yes;Bank transfer (automatic);One year;90.6;0;36.99459947842872;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;94.24999999999994;125.99933333333335
2911-UREFD;Female;0;Yes;No;No;Electronic check;Month-to-month;55.9;1;39.03160229162817;Yes;DSL;No phone service;No;Yes;No;Yes;Yes;No;57.458974358974395;1650.2101025641025
2911-WDXMV;Male;0;No;Yes;Yes;Credit card (automatic);Month-to-month;80.55;0;18.037331362040288;Yes;Fiber optic;Yes;No;No;Yes;No;No;No;85.11666666666665;578.0683333333333
2916-BQZLN;Male;0;No;No;Yes;Electronic check;Month-to-month;84.75;0;19.022977884556152;Yes;Fiber optic;Yes;No;Yes;Yes;No;No;No;88.88157894736842;793.203842105263
2919-HBCJO;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;76.65;1;4.008295858231175;No;Fiber optic;No;Yes;No;Yes;No;No;No;77.75;6122.436
2920-RNCEZ;Male;0;Yes;Yes;Yes;Credit card (automatic);Month-to-month;69.95;0;1.0185014065997249;No;Fiber optic;No;No;No;Yes;No;No;No;71.95;1131.392
2921-XWDJH;Female;1;Yes;No;Yes;Electronic check;Month-to-month;83.45;0;37.980246000944575;No;Fiber optic;No;No;Yes;Yes;Yes;No;No;87.33648648648649;1357.8673513513513
2924-KHUVI;Male;0;Yes;No;Yes;Electronic check;One year;100.55;0;56.05043224706873;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;No;105.81964285714288;949.125321428571
2925-MXLSX;Female;0;No;No;Yes;Credit card (automatic);One year;68.95;0;30.029364052649953;Yes;DSL;Yes;Yes;No;Yes;No;Yes;No;70.77333333333334;1508.001666666667
2925-VDZHY;Male;0;Yes;Yes;No;Credit card (automatic);Two year;88.7;0;71.98505102774185;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;92.82112676056327;4720.047901408451
2926-JEJJC;Female;0;No;No;Yes;Bank transfer (automatic);One year;20.2;0;8.049446600546213;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.2;691.5762500000001
2927-CVULT;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;104.05;0;53.02778291135341;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Yes;108.91603773584913;285.1331132075471
2927-QRRQV;Male;0;Yes;No;Yes;Electronic check;One year;94.65;0;46.029692601490794;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;No;97.02173913043482;3200.7214782608694
2928-HLDBA;Female;0;No;No;No;Mailed check;Month-to-month;20.7;0;6.045298671430625;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.21666666666667;5619.638666666667
2929-ERCFZ;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;94.2;1;8.01659171646235;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;No;99.03750000000002;1796.3590000000002
2929-QNSRW;Female;0;Yes;No;Yes;Electronic check;One year;98.25;1;55.984722478901006;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;103.10090909090908;233.56609090909095
2930-UOTMB;Female;0;No;No;No;Credit card (automatic);Month-to-month;65.25;1;30.982155691081953;Yes;DSL;Yes;No;Yes;Yes;No;No;Yes;66.78999999999999;3760.226
2931-FSOHN;Male;1;No;No;Yes;Electronic check;Month-to-month;59.9;0;13.010534097209389;No;DSL;No;Yes;No;Yes;No;Yes;No;62.8076923076923;459.4732307692308
2931-SVLTV;Male;0;Yes;Yes;Yes;Credit card (automatic);Month-to-month;110.1;0;39.984393930060165;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;113.5025641025641;478.7327948717948
2931-VUVJN;Female;1;Yes;No;Yes;Electronic check;One year;94.05;0;58.97451693053245;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Yes;98.58965517241384;6172.615137931031
2931-XIQBR;Female;0;Yes;Yes;No;Mailed check;One year;103.05;0;50.005133575638105;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Yes;106.42800000000007;3145.007
2933-FILNV;Female;0;Yes;Yes;Yes;Mailed check;Month-to-month;24.4;1;2.0041479291155877;No;DSL;No phone service;No;No;No;No;No;No;25.549999999999997;13357.146
2933-XEUJM;Female;0;No;No;No;Mailed check;Two year;79.2;0;46.029692601490794;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;No;82.10869565217388;1919.5401304347827
2937-FTHUR;Female;0;No;Yes;No;Electronic check;Month-to-month;64.8;0;18.037331362040288;No;DSL;Yes;No;Yes;Yes;Yes;No;No;68.1722222222222;371.69800000000004
2946-KIQSP;Female;0;No;No;Yes;Mailed check;Month-to-month;33.45;0;34.95759666522927;Yes;DSL;No phone service;No;No;No;No;No;Yes;34.75000000000002;2533.476588235295
2951-QOQTK;Male;0;No;Yes;No;Credit card (automatic);Month-to-month;80.8;1;4.041150742315037;No;Fiber optic;Yes;No;No;Yes;No;No;Yes;84.475;2025.42
2952-QAYZF;Male;0;No;No;Yes;Electronic check;Month-to-month;85.3;1;4.9610874966631755;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;No;91.1;7628.4825
2954-PIBKO;Female;0;Yes;Yes;Yes;Credit card (automatic);Two year;64.15;0;69.02811146019425;Yes;DSL;Yes;No;Yes;Yes;No;No;Yes;66.31521739130439;1789.926550724638
2955-BJZHG;Male;0;Yes;Yes;No;Electronic check;Month-to-month;80.85;1;16.9859750713567;No;Fiber optic;No;No;No;Yes;No;Yes;No;83.78125;3608.176875
2955-PSXOE;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;20.2;1;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.2;954.393
2956-GGUCQ;Male;1;Yes;No;Yes;Electronic check;Month-to-month;78.85;1;24.016920265303188;No;Fiber optic;Yes;No;Yes;Yes;No;No;No;82.23749999999997;2868.7909166666664
2957-JIRMN;Female;1;No;No;No;Electronic check;One year;84.45;0;61.99716626624777;No;Fiber optic;Yes;No;No;Yes;No;Yes;No;88.389344262295;611.7128688524588
2957-LOLHO;Male;0;No;No;Yes;Bank transfer (automatic);Month-to-month;45.4;1;12.024887574693526;No;DSL;No;No;No;Yes;No;No;No;47.35833333333333;3958.3005
2958-NHPPS;Male;0;No;No;No;Electronic check;Month-to-month;20.85;0;22.965563974619602;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.48181818181819;1387.245181818182
2959-EEXWB;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Month-to-month;50.9;0;45.01119119489107;No;DSL;No phone service;No;Yes;No;Yes;Yes;No;52.8866666666667;3995.8955555555553
2959-FENLU;Female;0;No;No;Yes;Credit card (automatic);Month-to-month;85.3;0;9.035093123062076;Yes;Fiber optic;No;No;No;Yes;Yes;No;No;89.64444444444445;89.19988888888889
2959-MJHIC;Male;0;Yes;No;Yes;Electronic check;Month-to-month;80.35;1;3.975440974147313;No;Fiber optic;No;No;No;Yes;No;Yes;No;92.05;1778.693
2960-NKRSO;Male;0;No;No;Yes;Electronic check;Month-to-month;85.95;0;23.984065381219327;Yes;Fiber optic;No;Yes;No;Yes;No;No;Yes;88.25434782608698;5320.230304347826
2961-VNFKL;Female;0;Yes;No;Yes;Credit card (automatic);Two year;25.95;0;70.96654962114212;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;27.161428571428583;53.22928571428571
2962-XPMCQ;Male;0;No;No;Yes;Electronic check;Month-to-month;45.15;1;1.9712930450317254;No;DSL;No;No;No;Yes;No;No;No;45.15;6710.833000000001
2967-MXRAV;Male;0;Yes;Yes;No;Mailed check;One year;18.8;0;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;18.8;317.555
2968-SSGAA;Female;0;No;No;Yes;Electronic check;Month-to-month;100.6;1;9.987884761494076;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;105.34444444444445;70.77966666666666
2969-QWUBZ;Female;0;No;No;No;Electronic check;Month-to-month;51.4;0;2.0041479291155877;No;DSL;No phone service;Yes;No;No;Yes;Yes;No;51.4;970.163
2969-VAPYH;Female;0;No;No;No;Credit card (automatic);One year;60.5;0;67.02396353107866;No;DSL;No;Yes;Yes;Yes;No;No;Yes;63.607462686567146;245.21720895522392
2969-WGHQO;Female;0;Yes;Yes;No;Electronic check;One year;69.45;0;7.030945193946487;Yes;DSL;No;Yes;Yes;Yes;No;Yes;No;76.47857142857143;427.18828571428566
2971-SGAFL;Female;0;No;No;Yes;Electronic check;Month-to-month;78.75;0;13.010534097209389;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;No;82.65;728.0917692307692
2972-YDYUW;Female;0;No;No;No;Electronic check;One year;94.7;0;57.03607876958459;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Yes;98.71578947368415;1432.5420350877193
2974-GGUXS;Female;1;Yes;No;Yes;Credit card (automatic);Month-to-month;91.95;0;35.97609807182899;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;No;94.85857142857137;2573.9364285714287
2977-CEBSX;Female;0;No;No;Yes;Credit card (automatic);Two year;90.05;0;66.0383170085628;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;94.74090909090916;4223.495181818182
2978-XXSOG;Female;0;No;No;Yes;Mailed check;Month-to-month;59.05;0;22.045627220271463;No;DSL;Yes;No;Yes;Yes;No;No;Yes;61.46363636363635;1.1221818181818184
2979-SXESE;Female;0;Yes;Yes;No;Electronic check;Month-to-month;94.4;1;17.018829955440562;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;No;100.62352941176472;4253.95494117647
2982-IHMFT;Female;1;No;No;Yes;Mailed check;Month-to-month;74.45;1;1.0185014065997249;No;Fiber optic;Yes;No;No;Yes;No;No;No;74.45;1901.717
2982-VPSGI;Female;0;Yes;No;Yes;Electronic check;Month-to-month;94.0;1;11.039241052177664;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;97.1909090909091;3987.4749090909086
2983-ZANRP;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Month-to-month;73.55;1;2.0041479291155877;No;Fiber optic;No;Yes;No;Yes;No;No;No;73.55;1726.3120000000004
2984-AFWNC;Female;0;No;No;No;Electronic check;Month-to-month;95.4;0;3.0226493357153124;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;No;102.13333333333333;1716.4636666666665
2984-MIIZL;Male;0;No;No;Yes;Bank transfer (automatic);Month-to-month;74.8;1;3.975440974147313;Yes;Fiber optic;No;No;No;Yes;No;No;No;83.60000000000001;7074.631
2984-RGEYA;Female;0;Yes;Yes;No;Bank transfer (automatic);Two year;19.75;0;69.02811146019425;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.768840579710147;3178.038014492754
2984-TBYKU;Male;0;Yes;Yes;Yes;Credit card (automatic);Two year;104.9;0;71.98505102774185;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Yes;108.66760563380275;805.0151408450705
2985-FMWYF;Female;0;No;No;Yes;Electronic check;Month-to-month;93.5;0;22.965563974619602;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;98.28181818181817;1694.0160909090905
2985-JUUBZ;Male;0;Yes;Yes;Yes;Electronic check;Month-to-month;74.55;0;39.984393930060165;Yes;DSL;Yes;No;No;Yes;Yes;Yes;No;77.05256410256413;1838.1671025641028
2987-BJXIK;Female;0;No;No;No;Mailed check;Two year;84.7;0;70.04661286679398;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;87.51999999999992;3176.588999999999
2988-GBIVW;Female;1;Yes;No;Yes;Electronic check;Month-to-month;90.85;0;70.04661286679398;No;Fiber optic;Yes;No;Yes;Yes;Yes;No;No;94.13571428571436;8606.138714285717
2988-PLAHS;Female;0;No;No;Yes;Electronic check;One year;69.95;0;3.0226493357153124;Yes;DSL;No;No;No;Yes;Yes;Yes;No;70.51666666666667;5571.525333333334
2988-QRAJY;Male;0;No;No;Yes;Credit card (automatic);Two year;110.05;0;69.02811146019425;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;No;113.1528985507247;832.9116521739132
2990-HWIML;Female;0;No;No;Yes;Electronic check;Month-to-month;89.5;1;5.979588903262901;No;Fiber optic;No;No;No;Yes;Yes;Yes;No;97.36;0.0
2990-IAJSV;Male;0;No;No;No;Bank transfer (automatic);Two year;92.0;0;71.98505102774185;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;96.65633802816902;751.0973521126762
2990-OGYTD;Female;0;Yes;No;No;Bank transfer (automatic);Two year;86.15;0;67.02396353107866;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Yes;89.60074626865666;1227.6671791044776
2995-UPRYS;Female;1;Yes;No;Yes;Credit card (automatic);One year;99.2;1;40.017248814144025;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes;104.06249999999993;3113.759500000001
2995-YWTCD;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;24.9;0;19.022977884556152;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;26.10526315789473;1762.286789473684
2996-XAUVF;Male;0;No;No;Yes;Mailed check;Two year;40.05;0;70.04661286679398;No;DSL;No phone service;No;No;No;Yes;No;Yes;41.29000000000002;511.64285714285717
2999-AANRQ;Female;0;No;No;No;Credit card (automatic);Two year;71.05;0;21.027125813671738;No;DSL;No;Yes;Yes;Yes;No;Yes;Yes;74.9642857142857;8397.882761904762
3001-CBHLQ;Male;1;Yes;No;Yes;Electronic check;Month-to-month;104.9;1;31.967802213597814;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;108.30322580645166;3823.3920645161293
3001-UNBTL;Male;1;Yes;Yes;Yes;Electronic check;Month-to-month;103.95;0;29.010862646050228;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;107.04310344827583;585.3986551724139
3002-WQZWT;Female;0;No;No;Yes;Electronic check;Month-to-month;74.2;0;29.010862646050228;No;Fiber optic;Yes;No;No;Yes;No;No;No;78.61379310344829;500.1929310344826
3003-CMDUU;Female;0;Yes;No;Yes;Electronic check;Month-to-month;95.15;0;25.002566787819053;No;Fiber optic;No;No;No;Yes;Yes;Yes;Yes;99.13400000000003;5939.8452
3005-NFMTA;Male;1;No;No;Yes;Electronic check;Month-to-month;98.8;1;54.99907595638514;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;No;104.16481481481489;3624.7955555555563
3005-TYFRD;Female;0;Yes;No;Yes;Credit card (automatic);Month-to-month;103.65;0;55.031930840469;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;108.80999999999993;400.9620909090908
3006-XIMLN;Female;0;No;Yes;Yes;Bank transfer (automatic);Month-to-month;94.2;1;2.0041479291155877;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;94.2;9282.642
3007-FDPEA;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;20.7;0;2.0041479291155877;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;22.299999999999997;2064.434
3009-JWMPU;Male;0;No;No;Yes;Electronic check;One year;96.75;1;62.03002115033163;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;101.46451612903228;350.00377419354834
3011-WQKSZ;Male;0;No;Yes;Yes;Electronic check;Month-to-month;20.0;0;19.022977884556152;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.58421052631579;6381.496473684211
